name,amenity,country,iso3,source,latitude,longitude,building,addr_city,operator
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.361403,-0.821582,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.346108,-0.826395,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.316109,-0.861377,school,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.611996,-0.057641,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.642792,-0.089947,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.436521,-0.332312,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.414882,-0.343336,yes,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.286332,-0.199449,school,,
CEG,school,Burkina Faso,BFA,HOTOSM/OSM,12.288724,-0.195984,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.298251,-0.21588,,,
Ecole primaire B,school,Burkina Faso,BFA,HOTOSM/OSM,12.285925,-0.220172,,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.3318,-0.250397,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.276936,-0.768742,,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.344435,-0.246374,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.330805,-0.279464,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.293889,-0.411932,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.294226,-0.44622,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.349438,-0.441485,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.356344,-0.406551,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.326755,-0.424162,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.40133,-0.409857,yes,,
Centre d'alphabétisation,school,Burkina Faso,BFA,HOTOSM/OSM,12.382703,-0.6036,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.293164,-0.752581,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.27593,-0.759078,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.340927,-1.661057,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.343447,-1.665134,school,,
Les Candides,school,Burkina Faso,BFA,HOTOSM/OSM,12.342772,-1.636713,,,
Lycée B. Evangélique,school,Burkina Faso,BFA,HOTOSM/OSM,12.346885,-1.583969,,,
Institut National des Sports,college,Burkina Faso,BFA,HOTOSM/OSM,12.365786,-1.556381,,,
Lycée privé Daroul (education islamique),school,Burkina Faso,BFA,HOTOSM/OSM,12.363312,-1.553437,,,
Lycée Privé Noureine,school,Burkina Faso,BFA,HOTOSM/OSM,12.363502,-1.552511,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.732494,-1.081931,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.358604,-1.557531,school,,
Complexe scolaire Saint-Pierre de Kouka,school,Burkina Faso,BFA,OSM,12.35665,-1.55514,,,
les Osep,school,Burkina Faso,BFA,HOTOSM/OSM,12.35812,-1.552727,,,
IST,college,Burkina Faso,BFA,HOTOSM/OSM,12.357366,-1.551174,,,
Collège Wend Manegda,school,Burkina Faso,BFA,HOTOSM/OSM,12.350982,-1.553976,,,
Lycée Mixte de Goughin,school,Burkina Faso,BFA,HOTOSM/OSM,12.347655,-1.551169,,,
Centre Austro-Burkinabè,school,Burkina Faso,BFA,HOTOSM/OSM,12.348535,-1.558199,,,
Ecole Gounghin Nord C,school,Burkina Faso,BFA,HOTOSM/OSM,12.358419,-1.555321,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.386647,-1.67584,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.385767,-1.677888,school,,
Ecole (construction),school,Burkina Faso,BFA,HOTOSM/OSM,12.378551,-1.668621,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.368296,-1.676744,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.366702,-1.67711,school,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.335012,-1.664508,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.355098,-1.670454,school,,
,school,Burkina Faso,BFA,OSM,12.34794,-1.67903,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.34618,-1.676609,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.338445,-1.671909,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.328558,-1.677366,,,
Médersa,school,Burkina Faso,BFA,HOTOSM/OSM,12.34899,-1.666598,,,
"École Primaire ""Nelson Mandela""",school,Burkina Faso,BFA,OSM,12.33437,-1.55243,,,
Gueswindé,school,Burkina Faso,BFA,HOTOSM/OSM,12.328357,-1.554954,,,
Lycée LTPAD,school,Burkina Faso,BFA,OSM,12.32825,-1.55309,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.323534,-1.552744,school,,
École Pissy A B,school,Burkina Faso,BFA,HOTOSM/OSM,12.334456,-1.577202,,,
École primaire privée Boawendson,school,Burkina Faso,BFA,HOTOSM/OSM,12.333068,-1.583616,,,
École primaire privée Adventiste Elysée,school,Burkina Faso,BFA,HOTOSM/OSM,12.332394,-1.584373,,,
Lycée polytechnique privée du Kadiogo ( LPPK),school,Burkina Faso,BFA,HOTOSM/OSM,12.333881,-1.603488,,,
École primaire publique Sondogo B,school,Burkina Faso,BFA,HOTOSM/OSM,12.321922,-1.60373,,,
Complexe scolaire Al Fourquane 2,school,Burkina Faso,BFA,HOTOSM/OSM,12.312441,-1.604299,,,
Ecole primaire Wendenmi de Sandogo,school,Burkina Faso,BFA,HOTOSM/OSM,12.313235,-1.60523,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.312622,-1.607129,,,
Complexe scolaire Tigre Evangelique,school,Burkina Faso,BFA,HOTOSM/OSM,12.31295,-1.608718,,,
Garderie municipal,school,Burkina Faso,BFA,HOTOSM/OSM,12.347676,-1.576904,,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.315172,-1.613974,,,private
CEG Marien III,school,Burkina Faso,BFA,HOTOSM/OSM,12.351809,-1.601386,,,
École Wend Panga,school,Burkina Faso,BFA,HOTOSM/OSM,12.347275,-1.576021,,,
École Primaire Noom Wende,school,Burkina Faso,BFA,HOTOSM/OSM,12.344906,-1.58065,,,
Groupe scolaire Omar,school,Burkina Faso,BFA,OSM,12.33665,-1.57686,,,
École Ste Famille,school,Burkina Faso,BFA,HOTOSM/OSM,12.337485,-1.577326,,,
École la fraternité,school,Burkina Faso,BFA,HOTOSM/OSM,12.338751,-1.574677,,,
Lycée Parents d´Élèves,school,Burkina Faso,BFA,HOTOSM/OSM,12.340416,-1.569572,,,
Groupe Scolaire Jeunesse Pour Christ,school,Burkina Faso,BFA,HOTOSM/OSM,12.331634,-1.562576,,,
Groupe scolaire Baoneere,school,Burkina Faso,BFA,OSM,12.34631,-1.56883,,,
École Franco-Arabe,school,Burkina Faso,BFA,HOTOSM/OSM,12.341689,-1.566107,,,
École Goughin Sud A B C,school,Burkina Faso,BFA,HOTOSM/OSM,12.34576,-1.552254,,,
Collège Saint- Jean,school,Burkina Faso,BFA,HOTOSM/OSM,12.343049,-1.552015,,,
École Wendmanagda,school,Burkina Faso,BFA,HOTOSM/OSM,12.339479,-1.554362,,,
École Managbzanga,school,Burkina Faso,BFA,HOTOSM/OSM,12.339034,-1.551271,,,
Lycée Municipal Venegré,school,Burkina Faso,BFA,HOTOSM/OSM,12.337912,-1.560749,,,
École Ragnim Kamba,school,Burkina Faso,BFA,HOTOSM/OSM,12.338117,-1.566363,,,
École des Sourds-Muets,school,Burkina Faso,BFA,HOTOSM/OSM,12.34207,-1.570661,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.718972,-1.073945,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.838904,-1.155788,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.829211,-1.139482,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.829244,-1.103268,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.834869,-1.097245,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.840163,-1.09084,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.833864,-1.075751,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.782672,-1.06386,school,,
Médersa,school,Burkina Faso,BFA,HOTOSM/OSM,12.838757,-1.077183,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.839657,-1.060439,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.832117,-1.061459,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.829862,-1.060716,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.838426,-1.090734,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.706821,-1.075449,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.707663,-1.063431,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.729921,-1.057221,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.746263,-1.045233,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.761538,-1.03717,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.765559,-1.029252,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.761869,-1.081721,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.765751,-1.06163,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.755048,-1.084026,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.766222,-1.141633,,,
Médersa,school,Burkina Faso,BFA,HOTOSM/OSM,12.770783,-1.094423,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.798291,-1.103615,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.81661,-1.0956,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.40053,-1.655614,school,,
LE NID DES TOUT PETITS,kindergarten,Burkina Faso,BFA,HOTOSM/OSM,12.415216,-1.641784,,,
Les Écoles Bamb-bala,school,Burkina Faso,BFA,HOTOSM/OSM,12.408136,-1.640526,,,
Centre de Formation Professionnelle Pengd-Wende Couture,school,Burkina Faso,BFA,HOTOSM/OSM,12.403785,-1.627295,,,
Saïd ben Ahmad,school,Burkina Faso,BFA,HOTOSM/OSM,12.397505,-1.618613,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.390234,-1.647434,,,
Médersa,school,Burkina Faso,BFA,HOTOSM/OSM,12.376165,-1.661087,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.391089,-1.650312,school,,
Médersa,school,Burkina Faso,BFA,HOTOSM/OSM,12.829369,-1.063851,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.392787,-1.65912,school,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.388966,-1.663231,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.385449,-1.671043,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.390229,-1.676003,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.389001,-1.675497,school,,
Ecole bilingue,school,Burkina Faso,BFA,HOTOSM/OSM,12.830296,-1.069327,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.830693,-1.066813,school,,
Médersa,school,Burkina Faso,BFA,HOTOSM/OSM,12.826386,-1.065549,,,
CEG,school,Burkina Faso,BFA,HOTOSM/OSM,12.824535,-1.062513,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.825704,-1.063835,school,,
Centre Al-Rhamane pour la Science et la Connaissance,school,Burkina Faso,BFA,HOTOSM/OSM,12.40153,-1.66275,,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.45142,-1.665284,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,12.45405,-1.667404,school,,
Medersa,school,Burkina Faso,BFA,HOTOSM/OSM,12.454397,-1.669128,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.455937,-1.672206,,,
,school,Burkina Faso,BFA,OSM,12.45938,-1.68211,,,
,school,Burkina Faso,BFA,OSM,12.40545,-1.6764,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.402762,-1.660987,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.400338,-1.662082,,,
Complexe Sainte Inès du Salut,school,Burkina Faso,BFA,HOTOSM/OSM,12.447434,-1.62467,,,
Ecole primaire d'Ayagorou A,school,Burkina Faso,BFA,HOTOSM/OSM,14.547341,-0.727085,,,
Ecole primaire d'Ayagorou B,school,Burkina Faso,BFA,HOTOSM/OSM,14.555791,-0.711212,,,
Ecole primaire de Djayel,school,Burkina Faso,BFA,HOTOSM/OSM,14.577286,-0.782669,,,
,,Burkina Faso,BFA,HOTOSM/OSM,14.561702,-0.806391,school,,
Ecole primaire de Tountré-Poli,school,Burkina Faso,BFA,HOTOSM/OSM,14.625016,-0.822253,,,
Ecole primaire de Bamguel Day,school,Burkina Faso,BFA,HOTOSM/OSM,14.681335,-0.837013,,,
,,Burkina Faso,BFA,HOTOSM/OSM,14.689953,-0.645306,school,,
Ecole primaire de Gargassa,school,Burkina Faso,BFA,HOTOSM/OSM,14.732731,-0.648559,,,
Ecole primaire de Gandalfabou-Guelgobé,school,Burkina Faso,BFA,HOTOSM/OSM,14.770061,-0.683483,,,
,,Burkina Faso,BFA,HOTOSM/OSM,14.740625,-0.705602,school,,
Ecole primaire de Sama,school,Burkina Faso,BFA,HOTOSM/OSM,14.730121,-0.753239,,,
Ecole primaire de Férério,school,Burkina Faso,BFA,HOTOSM/OSM,14.828425,-0.63314,,,
Ecole primaire de Timbolo,school,Burkina Faso,BFA,HOTOSM/OSM,14.724951,-0.575822,,,
,school,Burkina Faso,BFA,HOTOSM/OSM,14.707125,-0.827898,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,14.610866,-0.69771,,,
Ecole primaire d'Oursi,school,Burkina Faso,BFA,HOTOSM/OSM,14.675982,-0.463176,,,
,,Burkina Faso,BFA,HOTOSM/OSM,14.67125,-0.440469,school,,
Ecole primaire de Totori,school,Burkina Faso,BFA,HOTOSM/OSM,14.650132,-0.559938,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,14.66244,-0.504988,,,
Ecole primaire de Tayaret,school,Burkina Faso,BFA,HOTOSM/OSM,14.685349,-0.574564,,,
Ecole primaire de Tin-Ediar,school,Burkina Faso,BFA,HOTOSM/OSM,14.695649,-0.597567,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,14.609101,-0.622817,,,
Ecole primaire de Soukoundou,school,Burkina Faso,BFA,HOTOSM/OSM,14.686047,-0.270249,,,
Ecole primaire de Taima,school,Burkina Faso,BFA,HOTOSM/OSM,14.611806,-0.559461,,,
,,Burkina Faso,BFA,HOTOSM/OSM,14.596716,-0.717727,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,14.604816,-0.726887,,,
,,Burkina Faso,BFA,HOTOSM/OSM,14.605669,-0.722164,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,14.604608,-0.711861,,,
,,Burkina Faso,BFA,HOTOSM/OSM,14.693004,-0.418186,school,,
Ecole primaire de Ganadaouri,school,Burkina Faso,BFA,HOTOSM/OSM,14.741081,-0.390925,,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.972183,-0.637661,school,,
Ecole primaire de Silmangué,school,Burkina Faso,BFA,HOTOSM/OSM,13.890487,-0.620895,,,
Ecole primaire de Horégui,school,Burkina Faso,BFA,HOTOSM/OSM,13.875823,-0.552019,,,
Ecole primaire???,school,Burkina Faso,BFA,HOTOSM/OSM,14.944876,-0.747077,,,
,,Burkina Faso,BFA,HOTOSM/OSM,14.74477,-0.940146,school,,
,school,Burkina Faso,BFA,HOTOSM/OSM,14.438733,-0.757611,,,
,,Burkina Faso,BFA,HOTOSM/OSM,14.428734,-0.684869,school,,
Ecole primaire de Boukessi,school,Burkina Faso,BFA,HOTOSM/OSM,14.439699,-0.66706,,,
Ecole primaire (détruite),school,Burkina Faso,BFA,HOTOSM/OSM,14.511645,-0.758463,,,
Ecole primaire de Tchadi,school,Burkina Faso,BFA,HOTOSM/OSM,14.534009,-0.605045,,,
,,Burkina Faso,BFA,HOTOSM/OSM,14.461295,-0.551559,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,10.290478,-3.345009,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,10.278783,-3.316484,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,10.233539,-3.31543,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,10.227144,-3.349317,,,
CEG/Lycée,school,Burkina Faso,BFA,HOTOSM/OSM,10.234243,-3.330161,,,
,,Burkina Faso,BFA,HOTOSM/OSM,10.229112,-3.352214,school,,
Ecole de formation des enseignants du Primaire,school,Burkina Faso,BFA,OSM,10.31573,-3.15505,,,
Lycée Municipal de Gaoua,school,Burkina Faso,BFA,HOTOSM/OSM,10.341061,-3.170789,,,
Lycée Professionnel Régional Doma SOME de Gaoua,school,Burkina Faso,BFA,HOTOSM/OSM,10.340411,-3.218838,,,
CEG de Dankana,school,Burkina Faso,BFA,HOTOSM/OSM,10.102007,-2.852035,,,
Jambusi/Mwaabasi School,school,Burkina Faso,BFA,HOTOSM/OSM,10.028638,-2.761333,,,
,,Burkina Faso,BFA,HOTOSM/OSM,10.481277,-2.959926,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,10.243857,-3.290934,,,
Ecole Dano Pari,school,Burkina Faso,BFA,HOTOSM/OSM,11.116213,-3.068086,,,
Ecole Maternelle (Fondation Dreyer),school,Burkina Faso,BFA,HOTOSM/OSM,11.139724,-3.071669,,,
Ecole C,school,Burkina Faso,BFA,HOTOSM/OSM,11.140317,-3.05392,,,
Collège Saint Lazare,school,Burkina Faso,BFA,HOTOSM/OSM,11.130289,-3.04208,,,
Ecole Soriane,school,Burkina Faso,BFA,HOTOSM/OSM,11.091241,-3.033786,,,
École A,school,Burkina Faso,BFA,HOTOSM/OSM,10.971283,-3.246762,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,10.323003,-3.336756,,,
,,Burkina Faso,BFA,HOTOSM/OSM,10.259929,-3.357187,school,,
Lycée Provincial de Diebougou,school,Burkina Faso,BFA,HOTOSM/OSM,10.976811,-3.25168,,,
Collège Nayo,school,Burkina Faso,BFA,HOTOSM/OSM,10.959696,-3.254029,,,
Lycée Municipal,school,Burkina Faso,BFA,HOTOSM/OSM,10.955714,-3.265077,,,
,,Burkina Faso,BFA,HOTOSM/OSM,9.871309,-2.902209,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,9.870118,-2.940993,school,,
Ecole primaire de Dokita,school,Burkina Faso,BFA,HOTOSM/OSM,9.812863,-2.967947,,,
,,Burkina Faso,BFA,HOTOSM/OSM,9.758576,-2.876728,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,9.818719,-2.883447,,,
,,Burkina Faso,BFA,HOTOSM/OSM,14.570169,-0.14923,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,14.701907,-0.131782,,,
Ecole primaire de Bangondodji,school,Burkina Faso,BFA,HOTOSM/OSM,14.685637,-0.348505,,,
Ecole primaire de Torom,school,Burkina Faso,BFA,HOTOSM/OSM,14.647686,-0.305588,,,
,,Burkina Faso,BFA,HOTOSM/OSM,14.644381,-0.365326,school,,
Ecole primaire de Kollel,school,Burkina Faso,BFA,HOTOSM/OSM,14.552685,-0.427698,,,
Ecole primaire de Tringuel,school,Burkina Faso,BFA,HOTOSM/OSM,14.651328,-0.383906,,,
Ecole primaire de Gountouré,school,Burkina Faso,BFA,HOTOSM/OSM,14.64667,-0.413323,,,
Ecole primaire de Petelgaoudi,school,Burkina Faso,BFA,HOTOSM/OSM,14.70125,-0.377746,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,10.498427,-2.893318,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,10.495659,-2.91343,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,9.880183,-2.936171,,,
,,Burkina Faso,BFA,HOTOSM/OSM,9.881868,-2.91157,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,9.882672,-2.909954,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,10.200818,-3.307974,,,
,,Burkina Faso,BFA,HOTOSM/OSM,9.885357,-2.907697,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,9.877346,-2.924073,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,9.879903,-2.923932,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,9.870869,-2.915531,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,9.859931,-2.919668,,,
Ecole communale A et C,school,Burkina Faso,BFA,HOTOSM/OSM,13.09094,-1.091591,,,
Lycée Provinciale Moussa Kargougou,school,Burkina Faso,BFA,HOTOSM/OSM,13.088518,-1.097764,,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.2495,-0.888771,yes,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.18566,-0.891703,school,,
,school,Burkina Faso,BFA,OSM,13.20925,-0.85309,,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.046741,-0.695242,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.136969,-0.733749,school,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.036206,-0.955295,yes,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.086117,-0.919386,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.16726,-0.912391,school,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.219345,-1.025881,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.225023,-1.114781,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.271271,-1.086248,yes,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.269789,-0.93987,school,,
Ecole primaire de Fénéguéné,school,Burkina Faso,BFA,HOTOSM/OSM,13.288642,-1.335201,,,
Ecole primaire de Tanmiga-Mossi,school,Burkina Faso,BFA,HOTOSM/OSM,13.28291,-1.368403,,,
Ecole primaire de Sillaléba,school,Burkina Faso,BFA,HOTOSM/OSM,13.293591,-1.365515,,,
Ecole primaire de Sillaléba,school,Burkina Faso,BFA,HOTOSM/OSM,13.295946,-1.364534,,,
kougri Lougda A,school,Burkina Faso,BFA,HOTOSM/OSM,13.067905,-1.089638,,,
Lycée Privé Youssouf Ouedraogo(LPYO),school,Burkina Faso,BFA,HOTOSM/OSM,13.04873,-1.078283,,,
Ecole Supérieure Polytechnique de Kaya,university,Burkina Faso,BFA,HOTOSM/OSM,13.040905,-1.08571,,,
Lycée Kolog koom,school,Burkina Faso,BFA,HOTOSM/OSM,13.079197,-1.082943,,,
"Wemtenga ""B""",school,Burkina Faso,BFA,HOTOSM/OSM,13.082655,-1.078879,,,
ENSP,school,Burkina Faso,BFA,HOTOSM/OSM,13.092647,-1.086459,,,
ADK,school,Burkina Faso,BFA,HOTOSM/OSM,13.088188,-1.065093,,,
Ecole primaire de Komsilga,school,Burkina Faso,BFA,HOTOSM/OSM,13.067559,-0.955325,,,
Ecole primaire de Sika,school,Burkina Faso,BFA,HOTOSM/OSM,13.307919,-1.378841,,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.288523,-1.388228,school,,
École primaire de Sanhoui,school,Burkina Faso,BFA,HOTOSM/OSM,13.179998,-1.392846,,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.185589,-1.300976,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.043482,-1.181681,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.06699,-1.160683,yes,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.307246,-1.361125,school,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,13.594563,-0.644521,,,
Ecole primaire de Barga-Mossi,school,Burkina Faso,BFA,HOTOSM/OSM,13.644749,-0.736926,,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.635395,-0.705342,school,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,13.598028,-0.71942,,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.597699,-0.720331,school,,
Ecole primaire de Foubando,school,Burkina Faso,BFA,HOTOSM/OSM,13.708678,-0.693917,,,
Ecole primaire de Bondibla,school,Burkina Faso,BFA,HOTOSM/OSM,13.698775,-0.63813,,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.766742,-0.564787,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.734487,-0.543776,school,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.344657,-0.950782,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.927702,-0.137613,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.911284,-0.360168,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.713165,-0.194594,yes,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.657199,-0.574264,school,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.644237,-0.614622,school,,
CEG de Damkarko,school,Burkina Faso,BFA,HOTOSM/OSM,13.634322,-0.578451,,,
Ecole primaire de Damkarko (Q Birgui),school,Burkina Faso,BFA,HOTOSM/OSM,13.635087,-0.576372,,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.653614,-0.543538,school,,
École de Bani,school,Burkina Faso,BFA,HOTOSM/OSM,13.72141,-0.169804,,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.478624,-0.268854,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.485741,-0.189732,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.421525,-0.211638,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.279466,-0.183217,yes,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.371583,-0.794678,school,,
Ecole primaire de Bouroum,school,Burkina Faso,BFA,HOTOSM/OSM,13.612217,-0.648971,,,
Lycée Communal de Bouroum,school,Burkina Faso,BFA,HOTOSM/OSM,13.619097,-0.648875,,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.172744,-0.50564,yes,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,13.032177,-0.537764,,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.039753,-0.450914,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.077591,-0.368961,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.116991,-0.374108,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.151658,-0.384369,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.14115,-0.477585,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.240781,-0.453053,yes,,
Ecole primaire de Pèlga,school,Burkina Faso,BFA,HOTOSM/OSM,13.390081,-0.612913,,,
Ecole primaire de Tanpélga,school,Burkina Faso,BFA,HOTOSM/OSM,13.554163,-0.603486,,,
Ecole primaire de Boulwogso,school,Burkina Faso,BFA,HOTOSM/OSM,13.548794,-0.629678,,,
Ecole primaire de Damkarko,school,Burkina Faso,BFA,HOTOSM/OSM,13.592576,-0.645758,,,
Emplacement Ecole primaire de Kougroussoukou,school,Burkina Faso,BFA,HOTOSM/OSM,13.429103,-0.624399,,,
,school,Burkina Faso,BFA,OSM,13.43922,-0.64712,,,
,,Burkina Faso,BFA,HOTOSM/OSM,13.485849,-0.705335,school,,
