name,amenity,country,iso3,source,latitude,longitude,building,addr_city,operator
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.133304,-2.554608,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.090867,-2.519426,,,
Ecole primaire publique de Dioro,school,Burkina Faso,BFA,HOTOSM/OSM,12.217079,-2.468724,,,
Centre de Formation Beneb Nooma,school,Burkina Faso,BFA,HOTOSM/OSM,12.262104,-2.380275,,,
Lyceé Technique Maurice Yaméogo,school,Burkina Faso,BFA,HOTOSM/OSM,12.265718,-2.397284,,,
École d'application ENS,school,Burkina Faso,BFA,HOTOSM/OSM,12.269901,-2.381266,,,
sougri Nooma,school,Burkina Faso,BFA,HOTOSM/OSM,12.273849,-2.370339,,,
Cours Placide Yameogo,school,Burkina Faso,BFA,HOTOSM/OSM,12.254931,-2.366286,,,
Ecole Filles du Cœur de Marie,school,Burkina Faso,BFA,HOTOSM/OSM,12.255895,-2.361645,,,
Ecoles Primaires EST de KOUDOUGOU,school,Burkina Faso,BFA,HOTOSM/OSM,12.254276,-2.361107,,,
Pharmacie ZOODO,school,Burkina Faso,BFA,HOTOSM/OSM,12.261438,-2.358469,,,
Ecole Primaire Privée Protestante,school,Burkina Faso,BFA,HOTOSM/OSM,12.258123,-2.342384,,,
Lycée Technique,school,Burkina Faso,BFA,HOTOSM/OSM,12.256284,-2.327079,,,
Lycée Municipal de Ramongo,school,Burkina Faso,BFA,HOTOSM/OSM,12.225511,-2.258832,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.21822,-2.268636,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.223719,-2.250536,,,
Ecole Nationale de Santé Publique (ENSP),school,Burkina Faso,BFA,HOTOSM/OSM,12.256027,-2.367221,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.222976,-2.454998,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.211262,-2.449337,,,
Lycée Schorge,school,Burkina Faso,BFA,HOTOSM/OSM,12.217468,-2.378597,,,
Collège et Lycée,school,Burkina Faso,BFA,HOTOSM/OSM,12.215677,-2.399042,,,
Maternelle,kindergarten,Burkina Faso,BFA,HOTOSM/OSM,12.214923,-2.400436,,,
Complexe Scolaire Bangre Veenem,school,Burkina Faso,BFA,HOTOSM/OSM,12.215178,-2.399924,,,
LPAC K,school,Burkina Faso,BFA,HOTOSM/OSM,12.254263,-2.37904,,,
centre d'eveil et d'education prescolaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.257443,-2.355287,,,
centre d'éveil et d'education préscolaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.257225,-2.355079,,,
,school,Burkina Faso,BFA,HOTOSM/OSM,12.253382,-2.339556,yes,,
Ecole Primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.214307,-2.401446,,,
cours Placide YAMEOGO,school,Burkina Faso,BFA,HOTOSM/OSM,12.250538,-2.352786,,,
École primaire Centre A &B,school,Burkina Faso,BFA,HOTOSM/OSM,12.249599,-2.367343,,,
Direction Regionale de l'Enseignement de Base du Centre Ouest,school,Burkina Faso,BFA,HOTOSM/OSM,12.249284,-2.368596,,,
Université Norbert Zongo,university,Burkina Faso,BFA,HOTOSM/OSM,12.238407,-2.39908,,,
saint jean baptiste,school,Burkina Faso,BFA,HOTOSM/OSM,12.247863,-2.396266,,,
Collège Germinal,school,Burkina Faso,BFA,HOTOSM/OSM,12.247291,-2.392626,,,
germinal,college,Burkina Faso,BFA,HOTOSM/OSM,12.247275,-2.39279,,,
Lycée Taal M'bi,school,Burkina Faso,BFA,HOTOSM/OSM,12.248406,-2.387123,,,
Collège Saint Antoine,school,Burkina Faso,BFA,HOTOSM/OSM,12.228442,-1.422316,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.219683,-1.419685,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.210564,-1.420135,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.207748,-1.442334,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.188536,-1.493183,,,
CEG,school,Burkina Faso,BFA,HOTOSM/OSM,12.183412,-1.50216,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.214178,-1.541105,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.184783,-1.425968,,,
CEG,school,Burkina Faso,BFA,HOTOSM/OSM,12.243052,-1.43291,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.241941,-1.431874,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.235862,-1.433305,,,
Bustane-E-Mahdi,school,Burkina Faso,BFA,HOTOSM/OSM,12.235952,-1.429365,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.218404,-1.459395,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.233787,-1.432458,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.239095,-1.460296,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.238009,-1.458811,,,
CEG,school,Burkina Faso,BFA,HOTOSM/OSM,12.235398,-1.453202,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.250185,-1.494252,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.15022,-1.484986,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.140755,-1.470046,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.108828,-1.479127,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.098003,-1.48497,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.090289,-1.499103,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.097051,-1.507863,,,
Ecole primaire de Bassiyam,school,Burkina Faso,BFA,HOTOSM/OSM,12.215031,-1.540327,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.096992,-1.552055,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.107201,-1.558524,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.104591,-1.568896,,,
Ecole primaire B,school,Burkina Faso,BFA,HOTOSM/OSM,12.168574,-1.560077,,,
Ecole primaire de Pamnonghin,school,Burkina Faso,BFA,HOTOSM/OSM,12.174625,-1.553415,,,
Lycée MAYA ANGELOU,school,Burkina Faso,BFA,HOTOSM/OSM,12.173895,-1.568345,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.089369,-1.587834,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.099295,-1.593557,,,
Médersa,school,Burkina Faso,BFA,HOTOSM/OSM,12.195895,-1.533765,,,
Lycée privé CESTO,school,Burkina Faso,BFA,HOTOSM/OSM,12.182841,-1.533348,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.128728,-1.488401,,,
Ecole primaire de Kounda,school,Burkina Faso,BFA,HOTOSM/OSM,12.130037,-1.48776,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.124626,-1.541702,,,
École technique,school,Burkina Faso,BFA,HOTOSM/OSM,12.191211,-1.546692,,,
Ecole primaire de Ouarmini,school,Burkina Faso,BFA,HOTOSM/OSM,12.178911,-1.523518,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.145082,-1.498904,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.146925,-1.487583,,,
CEG,school,Burkina Faso,BFA,HOTOSM/OSM,12.150218,-1.495187,,,
Lycée Mahatma Gandhi,school,Burkina Faso,BFA,HOTOSM/OSM,12.170221,-1.506554,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.260039,-1.559795,,,
École,school,Burkina Faso,BFA,HOTOSM/OSM,12.257602,-1.5668,,,
École,school,Burkina Faso,BFA,HOTOSM/OSM,12.254343,-1.567332,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.253427,-1.555784,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.26662,-1.554191,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.268786,-1.552052,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.271973,-1.567291,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.243992,-1.423966,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.273139,-1.562155,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.275408,-1.558437,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.270623,-1.551109,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.273754,-1.553487,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.274415,-1.562029,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.26928,-1.555748,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.266057,-1.580013,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.260713,-1.577181,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.257062,-1.579479,,,
Lycée privé les Archanges,school,Burkina Faso,BFA,HOTOSM/OSM,12.258069,-1.577521,,,
Complexe scolaire privé évangélique ESDRAS,school,Burkina Faso,BFA,HOTOSM/OSM,12.261304,-1.564452,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.267453,-1.533172,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.257338,-1.54836,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.247035,-1.541769,,,
Ecole primaire de Sabtoana,school,Burkina Faso,BFA,HOTOSM/OSM,12.239915,-1.494097,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.23063,-1.492052,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.255826,-1.475586,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.261509,-1.434335,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.273117,-1.548581,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.253838,-1.431398,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.254742,-1.432503,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.243405,-1.437773,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.257352,-1.424621,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.271125,-1.548213,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.264515,-1.550104,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.267798,-1.538283,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.27154,-1.538433,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.270084,-1.542237,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.272832,-1.542494,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.269559,-1.540724,,,
Ecole primaire de Nogo,school,Burkina Faso,BFA,HOTOSM/OSM,13.845937,-2.20042,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.112806,-1.561734,,,
Ecole primaire de Kolgadodo,school,Burkina Faso,BFA,HOTOSM/OSM,13.839465,-2.190823,,,
Ecole primaire de Mantaka,school,Burkina Faso,BFA,HOTOSM/OSM,13.874291,-2.156943,,,
Ecole primaire de Siguinoguen,school,Burkina Faso,BFA,HOTOSM/OSM,13.788267,-2.099918,,,
Ecole primaire de Banyida,school,Burkina Faso,BFA,HOTOSM/OSM,13.82512,-2.182725,,,
Lycée communal de Barga,school,Burkina Faso,BFA,HOTOSM/OSM,13.792893,-2.271831,,,
Ecole primaire de Barga-Mossi,school,Burkina Faso,BFA,HOTOSM/OSM,13.799173,-2.263472,,,
CEG de Nogo,school,Burkina Faso,BFA,HOTOSM/OSM,13.834765,-2.204781,,,
Ecole primaire de Yirwouya Tenga-Silmimossi,school,Burkina Faso,BFA,HOTOSM/OSM,13.847203,-2.022412,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,13.833585,-2.059778,,,
Ecole primaire de Yirwouya Tenga-Mossi,school,Burkina Faso,BFA,HOTOSM/OSM,13.845052,-2.008049,,,
Ecole primaire de Songnaba,school,Burkina Faso,BFA,HOTOSM/OSM,13.833875,-1.990098,,,
Ecole primaire de Nommo-Foulbé,school,Burkina Faso,BFA,HOTOSM/OSM,13.839054,-1.979355,,,
Ecole primaire de Toulfé A,school,Burkina Faso,BFA,HOTOSM/OSM,13.880784,-1.949499,,,
Ecole primaire de Woro,school,Burkina Faso,BFA,HOTOSM/OSM,13.860411,-2.120765,,,
Ecole primaire de Titao Secteur 3,school,Burkina Faso,BFA,HOTOSM/OSM,13.79944,-2.078318,,,
CEG du Secteur 2,school,Burkina Faso,BFA,HOTOSM/OSM,13.783426,-2.086118,,,
Ecole franco-arabe,school,Burkina Faso,BFA,HOTOSM/OSM,13.8831,-1.958351,,,
Ecole primaire de Toulfé B,school,Burkina Faso,BFA,HOTOSM/OSM,13.895232,-1.950639,,,
CEG de Toulfé,school,Burkina Faso,BFA,HOTOSM/OSM,13.882627,-1.966052,,,
Ecole primaire de Guilan,school,Burkina Faso,BFA,HOTOSM/OSM,13.917111,-2.132557,,,
Ecole primaire de Pellaboukou,school,Burkina Faso,BFA,HOTOSM/OSM,13.907559,-2.08926,,,
Ecole primaire de Derpon,school,Burkina Faso,BFA,HOTOSM/OSM,13.933507,-2.079592,,,
Ecole primaire de Kénéma,school,Burkina Faso,BFA,HOTOSM/OSM,13.966036,-2.195337,,,
Ecole primaire de Mené A,school,Burkina Faso,BFA,HOTOSM/OSM,13.856868,-2.315173,,,
Ecole primaire de Mené B,school,Burkina Faso,BFA,HOTOSM/OSM,13.862639,-2.32104,,,
CEG de Mené,school,Burkina Faso,BFA,HOTOSM/OSM,13.859256,-2.330028,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,13.851871,-2.324569,,,
Ecole primaire de Derhogo,school,Burkina Faso,BFA,HOTOSM/OSM,13.837325,-2.330322,,,
CEG de Sabouna,school,Burkina Faso,BFA,HOTOSM/OSM,13.797373,-2.323635,,,
Ecole primaire de Barga-Peulh,school,Burkina Faso,BFA,HOTOSM/OSM,13.8032,-2.261912,,,
Ecole en construction,school,Burkina Faso,BFA,HOTOSM/OSM,13.808085,-2.250166,,,
Ecole primaire de Yilligué,school,Burkina Faso,BFA,HOTOSM/OSM,13.827894,-2.224887,,,
Ecole primaire Dergani,school,Burkina Faso,BFA,HOTOSM/OSM,13.829198,-2.221196,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,13.828571,-2.216335,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,13.862742,-2.21297,,,
Ecole primaire de Yalaka,school,Burkina Faso,BFA,HOTOSM/OSM,13.863914,-2.252175,,,
Ecole primaire de Dinguila-Mossi,school,Burkina Faso,BFA,HOTOSM/OSM,13.872771,-2.267932,,,
Ecole franco-arabe,school,Burkina Faso,BFA,HOTOSM/OSM,13.870671,-2.271494,,,
Ecole primaire de Tébéla,school,Burkina Faso,BFA,HOTOSM/OSM,13.847312,-2.302357,,,
Ecole primaire de Dinguila-Peulh,school,Burkina Faso,BFA,HOTOSM/OSM,13.856881,-2.280479,,,
Ecole primaire de Péla,school,Burkina Faso,BFA,HOTOSM/OSM,13.872722,-2.293969,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.154034,-1.589456,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.146906,-1.594787,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.146122,-1.593801,,,
Ecole primaire de Koaken,school,Burkina Faso,BFA,HOTOSM/OSM,12.146084,-1.634519,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.157439,-1.628408,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,13.82257,-2.055291,,,
Ecole B de Komsilga,school,Burkina Faso,BFA,HOTOSM/OSM,12.177884,-1.633835,,,
Collège d'enseignement Technique et de Formation Professionnelle de Komsilga (CETFP),school,Burkina Faso,BFA,HOTOSM/OSM,12.178039,-1.633144,,,
Maison des Jeûnes,school,Burkina Faso,BFA,HOTOSM/OSM,12.178474,-1.633102,,,
Ecole A de Komsilga,school,Burkina Faso,BFA,HOTOSM/OSM,12.18122,-1.636172,,,
Ecole primaire de Sengden,school,Burkina Faso,BFA,HOTOSM/OSM,12.122297,-1.626587,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.112969,-1.641806,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.124164,-1.561011,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.126136,-1.562086,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.146026,-1.563854,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.148533,-1.566103,,,
Lycée Évangélique Bethel,school,Burkina Faso,BFA,HOTOSM/OSM,12.162353,-1.560045,,,
École primaire Bonogo,school,Burkina Faso,BFA,HOTOSM/OSM,12.070526,-1.593997,,,
Ecole primaire de Rimassa-Tanghin,school,Burkina Faso,BFA,HOTOSM/OSM,13.831478,-2.057938,,,
,drinking_water,Burkina Faso,BFA,HOTOSM/OSM,13.832745,-2.060582,school,,
Ecole primaire de Sollobo,school,Burkina Faso,BFA,HOTOSM/OSM,13.871273,-2.062149,,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.971604,-1.726876,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.971524,-1.727486,yes,,
Ecole primaire de Yorsala,school,Burkina Faso,BFA,HOTOSM/OSM,14.047925,-1.902617,,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.902038,-1.764739,yes,,
,school,Burkina Faso,BFA,HOTOSM/OSM,13.901725,-1.764835,yes,,
Ecole primaire de Babo,school,Burkina Faso,BFA,HOTOSM/OSM,13.845213,-1.906355,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,13.782843,-2.05767,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.022757,-1.553616,,,
Ecole primaire de Titao Secteur 2 B,school,Burkina Faso,BFA,HOTOSM/OSM,13.783402,-2.076299,,,
Ecole primaire de Golonga,school,Burkina Faso,BFA,HOTOSM/OSM,13.810428,-2.056192,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.053585,-1.55427,,,
Lycée Le paysan,school,Burkina Faso,BFA,HOTOSM/OSM,12.040885,-1.609668,,,
École B,school,Burkina Faso,BFA,HOTOSM/OSM,12.048317,-1.600326,,,
Lycée excellence de Saponé,school,Burkina Faso,BFA,HOTOSM/OSM,12.053474,-1.597651,,,
Lycée Saint Martin,school,Burkina Faso,BFA,HOTOSM/OSM,12.053184,-1.600585,,,
École A,school,Burkina Faso,BFA,HOTOSM/OSM,12.057099,-1.608231,,,
École coranique,school,Burkina Faso,BFA,HOTOSM/OSM,12.061536,-1.607754,,,
École évangélique Eben-Ezer,school,Burkina Faso,BFA,HOTOSM/OSM,12.061668,-1.604049,,,
Lycée départemental,school,Burkina Faso,BFA,HOTOSM/OSM,12.056637,-1.598063,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.205221,-1.883957,,,
Ecole primaire de Tamnéré,school,Burkina Faso,BFA,HOTOSM/OSM,12.227434,-1.891892,,,
Ecole primaire de Douré,school,Burkina Faso,BFA,HOTOSM/OSM,12.213309,-1.906903,,,
Ecole primaire de Goulouré,school,Burkina Faso,BFA,HOTOSM/OSM,12.225373,-1.937976,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.213302,-1.943507,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.19922,-1.914549,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.192985,-1.943401,,,
Ecole primaire Secteur 4,school,Burkina Faso,BFA,HOTOSM/OSM,12.176604,-1.891105,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.174719,-1.914132,,,
Ecole primaire Secteur 4,school,Burkina Faso,BFA,HOTOSM/OSM,12.190171,-1.891046,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.190619,-1.892068,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.186382,-1.902907,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.193946,-1.898092,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.196442,-1.904584,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.201438,-1.889474,,,
Lycée Muicipal de Kokologho,school,Burkina Faso,BFA,HOTOSM/OSM,12.195763,-1.882396,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.201247,-1.881773,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.200775,-1.880207,,,
Ecole primaire de Goumogo,school,Burkina Faso,BFA,HOTOSM/OSM,12.106157,-1.765505,,,
École primaire publique de Vipalogo,school,Burkina Faso,BFA,HOTOSM/OSM,12.118337,-1.764063,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.215202,-1.69428,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.223207,-1.719414,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.227268,-1.745564,,,
CEG,school,Burkina Faso,BFA,HOTOSM/OSM,12.227657,-1.746339,,,
École Tintilou B,school,Burkina Faso,BFA,HOTOSM/OSM,12.193312,-1.780693,,,
École primaire publique Komki A,school,Burkina Faso,BFA,HOTOSM/OSM,12.188462,-1.801008,,,
Centre d'Éducation de Base Non Formel Bangr'Zaka 2,school,Burkina Faso,BFA,HOTOSM/OSM,12.192056,-1.800051,,,
École Franco-Arabe Medersatou Salam,school,Burkina Faso,BFA,HOTOSM/OSM,12.196626,-1.79958,,,
École Privée Porte Ouverte,school,Burkina Faso,BFA,HOTOSM/OSM,12.216377,-1.796396,,,
Ecole primaire de Komki-Peulh,school,Burkina Faso,BFA,HOTOSM/OSM,12.178482,-1.81679,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.180787,-1.888777,,,
Ecole franco-arabe,school,Burkina Faso,BFA,HOTOSM/OSM,12.124255,-1.942332,,,
Ecole primaire de Kossilsi,school,Burkina Faso,BFA,HOTOSM/OSM,12.124986,-1.934125,,,
Ecole primaire Soukoyiri,school,Burkina Faso,BFA,HOTOSM/OSM,12.130763,-1.915591,,,
CEG de Doundouni,school,Burkina Faso,BFA,HOTOSM/OSM,12.095672,-1.92449,,,
Ecole primaire d'Absindo,school,Burkina Faso,BFA,HOTOSM/OSM,12.107449,-1.777766,,,
Ecole primaire de Doundouni,school,Burkina Faso,BFA,HOTOSM/OSM,12.099063,-1.916251,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.104121,-1.90273,,,
Ecole primaire de Gounghin,school,Burkina Faso,BFA,HOTOSM/OSM,12.091474,-1.902724,,,
Ecole primaire de Koukoulou,school,Burkina Faso,BFA,HOTOSM/OSM,12.095824,-1.855786,,,
Ecole primaire Secteur 1,school,Burkina Faso,BFA,HOTOSM/OSM,12.178899,-1.875803,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.181298,-1.848994,,,
Ecole Primaire Publique de Mogyella,school,Burkina Faso,BFA,HOTOSM/OSM,12.142899,-1.801501,,,
Ecole priimaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.243291,-1.891927,,,
Ecole priimaire de Pitmoaga,school,Burkina Faso,BFA,HOTOSM/OSM,12.247106,-1.885022,,,
CEG de Pitmoaga,school,Burkina Faso,BFA,HOTOSM/OSM,12.24876,-1.880707,,,
Ecole primaire de Sakoinsé B,school,Burkina Faso,BFA,HOTOSM/OSM,12.191949,-1.970387,,,
Ecole primaire de Sakoinsé,school,Burkina Faso,BFA,HOTOSM/OSM,12.185678,-1.965426,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.205667,-1.968605,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.217765,-1.962918,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.230885,-1.954638,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.191615,-1.876514,,,
Ecole prmaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.226936,-2.072092,,,
Ecole prmaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.221986,-2.050239,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.206828,-2.067388,,,
CEG,school,Burkina Faso,BFA,HOTOSM/OSM,12.216647,-2.067881,,,
Ecole prmaire Koulgorin B,school,Burkina Faso,BFA,HOTOSM/OSM,12.224042,-2.038896,,,
Ecole priimaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.235559,-1.905027,,,
CEG de Sakoinsé,school,Burkina Faso,BFA,HOTOSM/OSM,12.188571,-1.988749,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.187256,-1.991539,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.192426,-1.985594,,,
Ecole primaire de Koulnatenga,school,Burkina Faso,BFA,HOTOSM/OSM,12.203955,-1.980082,,,
Ecole franco-arabe,school,Burkina Faso,BFA,HOTOSM/OSM,12.202269,-1.973926,,,
Ecole franco-arabe,school,Burkina Faso,BFA,HOTOSM/OSM,12.193836,-1.859468,,,
CEG/Lycée,school,Burkina Faso,BFA,HOTOSM/OSM,12.19656,-1.866929,,,
Préscolaire,kindergarten,Burkina Faso,BFA,HOTOSM/OSM,12.198032,-1.87727,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.243475,-1.970549,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.242424,-1.943167,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.253594,-1.865824,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.249731,-1.821595,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.235405,-1.831214,,,
Ecole priimaire de Pitmoaga,school,Burkina Faso,BFA,HOTOSM/OSM,12.238287,-1.876278,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.20923,-1.85132,,,
CEG/Lycée,school,Burkina Faso,BFA,HOTOSM/OSM,12.197346,-1.865521,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.20279,-1.872187,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.201375,-1.876991,,,
École Tintilou C,school,Burkina Faso,BFA,HOTOSM/OSM,12.210607,-1.818888,,,
École Tintilou A,school,Burkina Faso,BFA,HOTOSM/OSM,12.193628,-1.818498,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.189265,-1.84038,,,
Ecole primaire,school,Burkina Faso,BFA,HOTOSM/OSM,12.182144,-1.862431,,,
Ecole primaire Secteur 5,school,Burkina Faso,BFA,HOTOSM/OSM,12.199337,-1.849287,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.204824,-1.860488,,,
Ecole,school,Burkina Faso,BFA,HOTOSM/OSM,12.205847,-1.873886,,,
