Country,Month,Year,Events,Fatalities
Pakistan,June,2025,292,355
Pakistan,July,2025,296,401
Pakistan,August,2025,312,340
Pakistan,September,2025,290,575
Pakistan,October,2025,326,643
Pakistan,November,2025,348,506
Pakistan,December,2025,281,412
Pakistan,January,2026,307,475
Pakistan,February,2026,290,506
Pakistan,March,2026,363,426
Pakistan,April,2026,279,385
Pakistan,May,2026,208,310
