Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,Events,Fatalities,Latitude,Longitude
Afghanistan,Kapisa,Hissa-e-Awali Kohistan,AFG,AF0204,AF02,January,2017,0,0,34.905556,69.741667
Afghanistan,Farah,Pur Chaman,AFG,AF3311,AF33,January,2017,1,0,33.136556,63.7865612
Afghanistan,Jowzjan,Darzab,AFG,AF2811,AF28,January,2017,0,0,36.0053474,65.3959124
Afghanistan,Badakhshan,Shighnan,AFG,AF1719,AF17,January,2017,0,0,37.601108,71.243997
Afghanistan,Samangan,Feroz Nakhcheer,AFG,AF2004,AF20,January,2017,0,0,36.0,67.666667
Afghanistan,Badakhshan,Eshkashim,AFG,AF1723,AF17,January,2017,0,0,36.8040254,71.367658
Afghanistan,Nangarhar,Dur Baba,AFG,AF0622,AF06,January,2017,1,5,34.097973,70.963032
Afghanistan,Ghor,Saghar,AFG,AF2310,AF23,January,2017,0,0,33.580866,63.673647
Afghanistan,Samangan,Aybak,AFG,AF2001,AF20,January,2017,1,0,36.222403,67.976013
Afghanistan,Wardak,Markaz-e-Behsud,AFG,AF0409,AF04,January,2017,0,0,34.404814,67.69113
Afghanistan,Baghlan,Pul-e-Hisar,AFG,AF0912,AF09,January,2017,0,0,35.583563,69.560336
Afghanistan,Panjshir,Darah,AFG,AF0803,AF08,January,2017,0,0,35.2195615,69.7524679
Afghanistan,Kunduz,Ali Abad,AFG,AF1903,AF19,January,2017,0,0,36.530108,68.877798
Afghanistan,Zabul,Shah Joi,AFG,AF2606,AF26,January,2017,2,1,32.521541,67.413151
Afghanistan,Badakhshan,Wakhan,AFG,AF1728,AF17,January,2017,0,0,37.0028742,73.5925373
Afghanistan,Farah,Bala Buluk,AFG,AF3306,AF33,January,2017,18,12,32.770427,62.751867
Afghanistan,Khost,Gurbuz,AFG,AF1403,AF14,January,2017,3,0,33.20233,69.942447
Afghanistan,Badakhshan,Kohistan,AFG,AF1708,AF17,January,2017,0,0,37.421168,70.656267
Afghanistan,Kabul,Mir Bacha Kot,AFG,AF0108,AF01,January,2017,0,0,34.727265,69.11823
Afghanistan,Ghazni,Ab Band,AFG,AF1113,AF11,January,2017,0,0,32.88363,68.06357
Afghanistan,Balkh,Kaldar,AFG,AF2113,AF21,January,2017,0,0,37.1360894,67.5399425
Afghanistan,Nangarhar,Nazyan,AFG,AF0620,AF06,January,2017,0,0,34.055907,70.825766
Afghanistan,Helmand,Sangin,AFG,AF3008,AF30,January,2017,22,195,32.123611,64.996532
Afghanistan,Sar-e Pol,Sayyad,AFG,AF2202,AF22,January,2017,3,5,36.149835,65.708953
Afghanistan,Paktia,Laja Ahmad khel,AFG,AF1308,AF13,January,2017,0,0,33.81524,69.633808
Afghanistan,Badakhshan,Khash,AFG,AF1705,AF17,January,2017,0,0,36.940308,70.725663
Afghanistan,Ghazni,Nawur,AFG,AF1110,AF11,January,2017,0,0,33.8448096,67.7419404
Afghanistan,Logar,Mohammad Agha,AFG,AF0505,AF05,January,2017,3,6,34.209684,69.17959
Afghanistan,Bamyan,Kahmard,AFG,AF1004,AF10,January,2017,0,0,35.3721753,67.7545547
Afghanistan,Paktika,Surubi,AFG,AF1210,AF12,January,2017,0,0,32.3936231,68.7036514
Afghanistan,Ghor,Pasaband,AFG,AF2305,AF23,January,2017,0,0,33.5768137,65.1399903
Afghanistan,Takhar,Taluqan,AFG,AF1801,AF18,January,2017,0,0,36.7535172,69.6168745
Afghanistan,Balkh,Char Kent,AFG,AF2104,AF21,January,2017,0,0,36.7558933,66.7208878
Afghanistan,Baghlan,Dushi,AFG,AF0903,AF09,January,2017,0,0,35.6316059,68.661068
Afghanistan,Helmand,Nawzad,AFG,AF3007,AF30,January,2017,3,7,32.471617,64.473745
Afghanistan,Helmand,Washer,AFG,AF3005,AF30,January,2017,4,6,32.103175,63.946629
Afghanistan,Bamyan,Yakawlang,AFG,AF1005,AF10,January,2017,0,0,34.97904,66.948019
Afghanistan,Paktia,Zurmat,AFG,AF1303,AF13,January,2017,6,3,33.3868676,69.1126284
Afghanistan,Baghlan,Nahreen,AFG,AF0904,AF09,January,2017,0,0,35.75,69.0
Afghanistan,Helmand,Kajaki,AFG,AF3010,AF30,January,2017,3,3,32.48418,65.038714
Afghanistan,Kapisa,Alasai,AFG,AF0207,AF02,January,2017,2,0,34.905556,69.741667
Afghanistan,Kunar,Dara-e-Pech,AFG,AF1507,AF15,January,2017,0,0,34.953068,70.916381
Afghanistan,Herat,Adraskan,AFG,AF3209,AF32,January,2017,2,11,33.705406,61.995481
Afghanistan,Wardak,Hissa-e-awali Behsud,AFG,AF0407,AF04,January,2017,0,0,34.3191345,68.3360426
Afghanistan,Samangan,Khuram Wa Sarbagh,AFG,AF2003,AF20,January,2017,0,0,35.986505,68.12169
Afghanistan,Herat,Shindand,AFG,AF3214,AF32,January,2017,6,7,33.254378,62.380804
Afghanistan,Balkh,Nahri Shahi,AFG,AF2102,AF21,January,2017,0,0,36.8534935,67.1804221
Afghanistan,Badghis,Qadis,AFG,AF3104,AF31,January,2017,0,0,34.815592,63.584199
Afghanistan,Balkh,Char Bolak,AFG,AF2111,AF21,January,2017,2,1,36.8403726,66.6586618
Afghanistan,Wardak,Daimir Dad,AFG,AF0406,AF04,January,2017,1,0,34.3191345,68.3360426
Afghanistan,Kabul,Kabul,AFG,AF0101,AF01,January,2017,9,48,34.5269503,69.1850584
Afghanistan,Farah,Shibkoh,AFG,AF3305,AF33,January,2017,0,0,32.0808804,61.2220025
Afghanistan,Jowzjan,Khamyab,AFG,AF2806,AF28,January,2017,0,0,37.313692,65.7212
Afghanistan,Ghazni,Jaghuri,AFG,AF1106,AF11,January,2017,0,0,33.143405,67.463836
Afghanistan,Nuristan,Noor Gram,AFG,AF1604,AF16,January,2017,0,0,35.3,70.833333
Afghanistan,Nangarhar,Chaparhar,AFG,AF0604,AF06,January,2017,2,0,34.290801,70.373343
Afghanistan,Faryab,Khwaja Sabz Posh,AFG,AF2903,AF29,January,2017,1,5,36.058641,64.965947
Afghanistan,Paktia,Samkani,AFG,AF1310,AF13,January,2017,0,0,33.705724,69.4083555
Afghanistan,Sar-e Pol,Gosfandi,AFG,AF2206,AF22,January,2017,0,0,36.085626,66.517297
Afghanistan,Badghis,Jawand,AFG,AF3106,AF31,January,2017,0,0,35.002284,64.336319
Afghanistan,Paktika,Sar Rawza,AFG,AF1205,AF12,January,2017,2,5,32.3936231,68.7036514
Afghanistan,Parwan,Shinwari,AFG,AF0303,AF03,January,2017,0,0,35.120349,68.970812
Afghanistan,Panjshir,Unaba,AFG,AF0805,AF08,January,2017,0,0,35.4338536,69.7930899
Afghanistan,Bamyan,Panjab,AFG,AF1006,AF10,January,2017,0,0,34.422058,66.930462
Afghanistan,Nangarhar,Kot,AFG,AF0613,AF06,January,2017,11,60,34.153184,70.595336
Afghanistan,Ghazni,Giro,AFG,AF1112,AF11,January,2017,1,0,33.063099,68.345893
Afghanistan,Nuristan,Paroon,AFG,AF1601,AF16,January,2017,0,0,35.3,70.833333
Afghanistan,Paktika,Giyan,AFG,AF1215,AF12,January,2017,0,0,32.975159,69.399302
Afghanistan,Kunar,Nari,AFG,AF1515,AF15,January,2017,0,0,35.267239,71.540657
Afghanistan,Takhar,Khwaja Bahawuddin,AFG,AF1814,AF18,January,2017,0,0,37.339247,69.582512
Afghanistan,Takhar,Chahab,AFG,AF1816,AF18,January,2017,0,0,37.450036,69.879896
Afghanistan,Ghazni,Qarabagh,AFG,AF1111,AF11,January,2017,5,0,33.220979,67.987402
Afghanistan,Farah,Qala-i-kah,AFG,AF3304,AF33,January,2017,0,0,32.395515,61.32836
Afghanistan,Samangan,Ruyi Du Ab,AFG,AF2005,AF20,January,2017,0,0,35.635487,67.817259
Afghanistan,Nuristan,Wama,AFG,AF1603,AF16,January,2017,0,0,35.18228,70.795553
Afghanistan,Paktika,Gomal,AFG,AF1208,AF12,January,2017,0,0,32.38889,68.946651
Afghanistan,Helmand,Garm Ser,AFG,AF3006,AF30,January,2017,10,52,30.8523271,64.1717674
Afghanistan,Badakhshan,Kishm,AFG,AF1715,AF17,January,2017,0,0,36.8178142,70.1013801
Afghanistan,Ghazni,Jaghatu,AFG,AF1114,AF11,January,2017,0,0,33.528218,68.068518
Afghanistan,Takhar,Baharak,AFG,AF1803,AF18,January,2017,0,0,36.832879,69.395313
Afghanistan,Takhar,Chal,AFG,AF1805,AF18,January,2017,0,0,36.497396,69.559194
Afghanistan,Kapisa,Nijrab,AFG,AF0205,AF02,January,2017,7,7,35.04628,69.645976
Afghanistan,Badakhshan,Zebak,AFG,AF1725,AF17,January,2017,0,0,36.426552,71.342025
Afghanistan,Badakhshan,Argo,AFG,AF1702,AF17,January,2017,0,0,37.0504466,70.3917603
Afghanistan,Sar-e Pol,Sancharak,AFG,AF2205,AF22,January,2017,1,7,35.842099,66.341588
